8442	1	a	mars has no oxygen
8157	1	a	it will be hard for a cook to adopt the homeless orphan
25732	1	a	generally speaking, the sunglasses are more expensive than the umbrella
7589	1	a	no work on saturdays and sundays
4128	1	a	cheetahs are faster than a bike.
27751	1	a	mike hates shoes.
19470	1	a	america has the most rockets in the world
18969	1	a	tennis rackets have strings on them
16189	1	a	we should treasure our friendships
186	0	a	cockroaches that inhabit the soil are a type of insect with many legs and black or brown
6062	1	a	bob looks delightful before he hurts his fingers
9142	1	a	finishing tasks ahead of time will make your boss satisfied
14773	1	a	the chef can get some pills from the doctor
1434	0	a	it's not easy for people to go to outer space
21835	0	a	a book is smaller than a library
27918	1	a	a payment rise may not improve one's health
11086	0	a	horse doesn't live in the ocean.
3643	1	a	doctors work with appointments, some offer walk-ins
2646	0	a	the queen bee does not produce nectar.
2945	0	a	someone's pets don't understand his show-off
25106	1	a	i can see the moon at night
26639	1	a	there are multiple companies that deliver mail.
17233	1	a	boats are incapable of human thought.
18314	1	a	we digest food with our stomach
1697	0	a	computer cannot make teeth clean
19848	0	a	pools are for swimming and not for depositing cash
5661	1	a	when the elevator breaks down, we should calm down first rather than jump and bounce
4526	1	a	the home of the monster is not in the tree
12032	0	a	there is no fish in the desert
28335	1	a	people enjoy sunlight and forest.
9913	0	a	a lever is the simplest form of machine
5826	1	a	many people like to watch drama
19304	1	a	fathers need to have a cesarean section to bear a baby
24301	1	a	a bra falls to the ground while razors float high.
18263	1	a	one house cannot cover the whole moon
22957	0	a	the policeman only handles crimes
28040	1	a	fruits aren't enough for a photographer.
25574	1	a	the zoo provides a safe shelter for the animals.
16467	1	a	mountain has dangerous animals
12118	0	a	lens cover only protects the lens, but will not affect taking photos
1951	0	a	rats are much smaller than human
2279	0	a	makeup doesn't make people ugly but beautiful
4903	1	a	her cat is too small to stay in a local garage
2760	0	a	the teeth are very hard and not fragile.
26389	1	a	sometimes we can't get hardware and software in the same place
2996	0	a	an invitation is asking someone to come to a social event
19302	1	a	a bombing doesn't last for a long time
13625	1	a	postcards always arrive later than intended
23952	1	a	birds are too soft for paper
10446	0	a	cows don't have hands
16896	1	a	tennis balls can roll on the floor on of restaurant.
6275	1	a	many people begin their days with brushing teeth
17003	1	a	practising every day cannot be done every other day.
12110	0	a	when getting a bad grade, people will be sad but not happy
23766	1	a	cooked meat has good amount of proteins.
329	0	a	lunch box has no camera to capture the photos
7528	1	a	a dog does not own a person.
26422	1	a	people who have cars don't care about the distance too much
24496	1	a	stones and vitamins are two different things
1657	0	a	happiness is good for people so it will not cause problems.
24242	1	a	rocks only prey on smaller rocks.
9569	1	a	nobody wants to go to lake
16213	1	a	elders don't care about their hair
3593	1	a	a computer is an electronic device whereas a cemetery is a piece of land.
24797	1	a	vomiting makes people feel sick
16717	1	a	a staple cannot dissolve a house.
24229	1	a	a boy can ride in a semi truck
766	0	a	singing to your children would make them want to sing more instead of reading.
10133	0	a	toes are a body part.
29234	1	a	mother prays that the price of meat in the supermarket will decrease
17831	1	a	oscar has no tire
10253	0	a	a family tree is not a physical object and cannot be hit
12115	0	a	fire hydrant is too small for human to sleep on
26031	1	a	some students do not ask questions when they don't understand.
9703	0	a	no one eats book
29378	1	a	the tongue is a part of our body
20782	0	a	humans have lived without smartphones for most of history.
7153	1	a	dish washer is noisy like a washing machine
17621	1	a	some medicines are toxic
18205	1	a	telling someone you're a potato won't affect climate change.
3988	1	a	some part of a person can be put into a fridge
1216	0	a	crocodiles cannot appear in the park
22869	0	a	do not eat breakfast will make people malnutrition
21714	0	a	a pigeon is too small for a person to ride
4191	1	a	halloween takes place every year along side the st. patricks day parade
1527	0	a	there is no need to be afraid of delicious food
13372	1	a	police station is very rare while shops are more in the city
11880	0	a	plastics cannot absorb ultraviolet rays
24076	1	a	bikes have two wheels while airplanes have two wings.
4141	1	a	the bike has two wheels.
13785	1	a	jokes are funny and surfing is a fun hobby.
21732	0	a	no salt tastes sweet
18599	1	a	stick can knock something
23912	1	a	a rich person keep lot of gold
15527	1	a	there was a straw in a hole in the ground
10623	0	a	there's not possible to eat a football
7584	1	a	winter and summer are almost as long
2845	0	a	one can only get scores by answering questions the test paper asks
9185	1	a	petrol is a product which is as important as breakfast for all the people
14061	1	a	countertops are smooth cacti are prickly.
26407	1	a	customers are more concerned about the advantages
10135	0	a	flowers grow outside.
23200	1	a	dinner is the most important meal of the day.
10131	0	a	no body wants hints that means nothing.
11799	0	a	the mouse has only two keys and cannot be used for typing.
19797	0	a	organic litter is a smelling trash because it has already been used and it is rotting
16560	1	a	showers already have a sticky floor.
1259	0	a	plants have chloroplasts that cats don't
18849	1	a	people have two lips
13664	1	a	birds eat bread crumbs and sara eats bread with herchicken.
2880	0	a	watermelon has red juice
9187	1	a	being fired is pitiful.
12336	0	a	converting usable products into waste is a waste of resources
13500	1	a	total number of days in each month can vary
26001	1	a	driver's license needs to pass four subjects
16027	1	a	the shell expanded as the turtle grew up
10119	0	a	dirty laundry goes in the washing machine, not the dishwasher.
58	0	a	breathing fire is not something humans can do.
9044	1	a	we can use our organ to see others' ears
4987	1	a	a clocks hands will turn no matter what the temperature
194	0	a	horses do not hiss.
25516	1	a	ships are made of steel.
25330	1	a	the bullet is small
20232	0	a	shopping has sidewalks for people to transit.
13194	1	a	machines for washing books may not be available.
19555	1	a	other people will remember your name but forget other information easily
1881	0	a	no one can walk at the boundary the milky way
12851	0	a	people will have less and whiter hair when they are old
12033	0	a	having parties is not a good way to improve your grades
4963	1	a	some people who get success enjoy hard rock
18427	1	a	rabbits can eat lotus roots
27889	1	a	we see with our eyes.
3491	1	a	squids are thieves that can steal your change and soul
1248	0	a	it's not safe to stand under a tree in the rain.
21068	0	a	it is easy for people to get air.
2271	0	a	the desert is very arid and unsuitable for plant life.
13458	1	a	nurses often work in hospitals
9973	0	a	an uncle is a man and cannot be pregnant.
5703	1	a	the bigger the tree grows, the cooler the shade will be
18150	1	a	policeman do not know who steal my wallet
9975	0	a	it would be silly to go to the hospital for a broken cell phone.
27984	1	a	wedding card costs a lot of money to buy
16328	1	a	chair used to sit
20180	0	a	a person can't eat a car
24734	1	a	people need a ticket to take bus
13813	1	a	plants are nourished by the sun, while your parents eat plants
25236	1	a	elephants like to drink water
23678	1	a	a baby would cry the whole trip
17559	1	a	square balls are cheaper than round balls.
21889	0	a	air conditioners' temperature will not be very low.
2167	0	a	running is a form of exercise.
5967	1	a	when traveling, people can bring their cats
14845	1	a	"""calculus"" has two ""c""s and also two ""u""s."
16823	1	a	government will impose fine who create noise around the hospital
21078	0	a	white house is in washington city
3182	0	a	the best singer award is presented to a singer
19776	0	a	burglars are banned from our society because they eliminate the things we have worked hard for
8598	1	a	cats eat birds in the sky.
10580	0	a	jeans were invented in the united states.
25837	1	a	people can roll on the grass and swim in the water
2146	0	a	eggshells are inedible
20581	0	a	streets are inanimate objects incapable of strolling.
28564	1	a	she watches the film at night
25701	1	a	mcdonald's and seafood are popular all over the world
21817	0	a	the number of rats is very large in the world
24765	1	a	there can be funny talk show in the radio
9825	0	a	a human does not eat paper.
24879	1	a	people use sun light to get electricity.
11697	0	a	sand will be dissolved
9236	1	a	a butcher do hair cuts for free
1058	0	a	an alpaca is an animal and cannot have people working inside it.
10406	0	a	a battery give energy to vechile
6193	1	a	we can't do a good job in the exam without rest
8579	1	a	tall is an external expression
16064	1	a	gravity does not provide enough energy
7299	1	a	the man is crazy.
26652	1	a	she does not like shoe
29640	1	a	he can run very fast
20431	0	a	a wall is stationary and cannot bounce off of a ball.
12076	0	a	winter is so cold, so people should wear more clothes
2500	0	a	tyranny is the exploitation and oppression of the people and can't bring them a peaceful and prosperous life.
25845	1	a	we should not betrayal the guy we revered
18483	1	a	the spaceship is very strong.
17323	1	a	gambling addicts might play the lottery until they win
19480	1	a	sometimes you can have a clearer expression with a loud voice
13452	1	a	watch is electronic but food is life
27226	1	a	raccoons live outside.
12877	0	a	violence can't help you learn knowledge
5161	1	a	we can go to clothes store to but clothes
19431	1	a	she needs to work during the day and has no time to observe
29189	1	a	the computers need electricity to work, but the blackboards do not
1512	0	a	turning on the tv can bring more noise
21324	0	a	chairs are not eatable
28287	1	a	losing credit cards is not a good thing
13352	1	a	trucks are used to transport goods while cars transport people
11329	0	a	dogs do not wear eyeglasses
24325	1	a	rhinos have horns while fields are usually large.
24806	1	a	pancakes are delicious
12811	0	a	low-calorie food provides less energy to people
1635	0	a	knowledge of english will not let people be unemployed.
9583	1	a	concentration made her bored
12361	0	a	junk food is harmful to health.
17815	1	a	anteater looking for food in the forest
12526	0	a	mobile phones can be used in many ways and help a lot in your daily life.
25439	1	a	cruise ships can sail
25769	1	a	you can draw a draft with a pencil first.
26723	1	a	a handkerchief is white whereas the bed is brown
27285	1	a	grass cannot cut radio
22178	0	a	playing computer games for a long time can lead to poor eyesight
2818	0	a	moon is unreachable by bus
29197	1	a	some cold medications need a doctor's prescription to buy.
21641	0	a	going to school is not a step in farming process
22376	0	a	when the traffic signals turn red, it shows that you must stop.
18929	1	a	the more the tv the children watch, the angrier their parents will be
20197	0	a	houses are impossible to walk
25894	1	a	skills can be honed slowly in the job
27857	1	a	pen and chopping block belong to different owner
17996	1	a	insects have been existed on the planet for a long time
27743	1	a	working on graphic design is much more efficient with computers.
28462	1	a	human tries to travel to other planets
17257	1	a	ham and feet both get cold
13324	1	a	a soda usually costs money while an atm distributes money
25573	1	a	the mortality rate of drunk driving is increasing year by year
20746	0	a	tesla an all electric car manufacture, they do not produce gasoline cars.
987	0	a	it's impossible to mount an ant
4466	1	a	the mp3 is cheaper than a television.
23356	1	a	stick is used to catch fish
13782	1	a	sometimes puppies don't get enough dog's milk
26155	1	a	few people come to the cemetery
23836	1	a	bikes have rubber tires and stairs have wood steps.
23845	1	a	computer are usually purple
13248	1	a	the pillow is too hot
1083	0	a	a horse is too big of a meal
8636	1	a	schools are very important to the country.
29056	1	a	every school has its own gym.
28639	1	a	jack is very clever
